Sensor1,2777,7837
Sensor1,5386,7108
Sensor1,2362,9971
Sensor1,7763,8605
Sensor0,9172,9920
Sensor2,2567,5508
Sensor2,2862,5555
Sensor1,3929,7724
Sensor0,3069,8803
Sensor1,5011,5339
Sensor0,4421,9489
Sensor1,5198,6334
Sensor0,6413,7699
Sensor2,9956,9973
Sensor2,6996,8857
Sensor0,7084,8683
Sensor2,846,6675
Sensor2,6124,6631
Sensor0,8814,9317
Sensor2,4043,8012
Sensor0,7276,7842
Sensor0,5403,9865
Sensor1,9932,9948
Sensor0,7739,9371
Sensor0,8094,8199
Sensor1,1434,8328
Sensor0,97,8892
Sensor0,6652,8328
Sensor2,4286,9103
Sensor2,8444,8615
Sensor0,8031,9827
Sensor2,4481,6737
Sensor1,4567,5858
Sensor0,4586,7225
Sensor2,6219,6387
Sensor0,5732,7589
Sensor2,8270,9298
Sensor2,6340,9949
Sensor2,2618,5307
Sensor0,2921,3573
Sensor1,7764,7832
Sensor2,5193,9536
Sensor1,124,5186
Sensor2,3743,4392
Sensor1,9859,9866
Sensor2,6437,8340
Sensor2,1474,2777
Sensor1,6029,6840
Sensor1,5818,8064
Sensor0,5928,5945
Sensor1,4443,5607
Sensor2,8606,8740
Sensor1,5128,5440
Sensor0,9917,9962
Sensor0,9470,9643
Sensor2,9772,9885
Sensor0,7505,8154
Sensor1,7669,8724
Sensor2,197,8983
Sensor1,6348,7139
Sensor0,9299,9824
Sensor2,4340,7122
Sensor1,7605,9711
Sensor0,4878,6771
Sensor2,9444,9838
Sensor2,6708,6808
Sensor2,2924,8661
Sensor2,2600,8236
Sensor2,9379,9425
Sensor2,973,9324
Sensor1,8933,8978
Sensor0,7199,9451
Sensor1,2959,7090
Sensor0,7190,8265
Sensor2,5084,6360
Sensor2,3376,8134
Sensor1,7445,9991
Sensor0,6887,8318
Sensor1,1659,4859
Sensor2,6342,8315
Sensor0,7713,9397
Sensor1,4819,8018
Sensor2,5939,6702
Sensor2,1705,5533
Sensor2,5984,7522
Sensor1,2422,3867
Sensor1,5630,9044
Sensor0,7672,7866
Sensor0,1222,6971
Sensor2,3898,7719
Sensor2,524,6662
Sensor0,8819,9312
Sensor1,5994,6328
Sensor2,5273,9541
Sensor1,1860,8042
Sensor1,1993,8171
Sensor1,2504,5741
Sensor2,1326,8547
Sensor1,3202,3660
Sensor1,2842,4576
Sensor1,8872,9820
Sensor0,8036,9844
Sensor2,3303,9497
Sensor2,2890,9124
Sensor0,368,8761
Sensor0,3788,5317
Sensor1,3303,6569
Sensor2,253,6296
Sensor0,1152,8428
Sensor2,9157,9799
Sensor0,3414,6331
Sensor2,28,4043
Sensor2,7556,8818
Sensor0,8699,9047
Sensor2,428,7511
Sensor2,7647,7673
Sensor2,2535,6619
Sensor2,2215,3367
Sensor2,49,8488
Sensor1,5343,5679
Sensor1,5238,7869
Sensor0,5367,9169
Sensor2,743,1314
Sensor1,1682,5316
Sensor0,3826,5700
Sensor0,360,5757
Sensor2,81,5862
Sensor0,8996,9851
Sensor0,690,7646
Sensor2,9614,9784
Sensor2,6312,6522
Sensor0,2726,3318
Sensor2,5578,6731
Sensor1,2647,9461
Sensor0,9631,9632
Sensor1,1312,8990
Sensor1,3512,5650
Sensor0,9610,9719
Sensor2,6355,9516
Sensor0,8987,9866
Sensor1,7770,9164
Sensor0,606,1222
Sensor2,7205,8744
Sensor0,4945,5323
Sensor2,873,1702
Sensor1,6607,9145
Sensor1,4471,8512
Sensor1,3618,6154
Sensor0,3074,3787
Sensor1,3493,3781
Sensor1,3417,7510
Sensor1,2622,7238
Sensor1,6431,9618
Sensor2,4292,9683
Sensor0,1521,6509
Sensor2,1947,9900
Sensor1,537,5850
Sensor2,4098,6485
Sensor1,3516,5438
Sensor0,1796,4692
Sensor1,9218,9991
Sensor0,4812,6567
Sensor1,1536,7616
Sensor0,9207,9632
Sensor1,3499,4693
Sensor1,5236,7796
Sensor2,563,9278
Sensor0,1805,4384
Sensor0,8955,9924
Sensor1,8993,9025
Sensor1,4822,5348
Sensor2,3093,7021
Sensor1,1486,5863
Sensor0,7814,9889
Sensor2,4762,6687
Sensor0,5710,6132
Sensor2,346,3483
Sensor0,5153,9586
Sensor2,925,9716
Sensor0,7217,8549
Sensor2,7090,9918
Sensor0,8571,9090
Sensor0,4789,4918
Sensor1,9805,9815
Sensor2,9485,9711
Sensor2,2949,7435
Sensor2,6763,8176
Sensor0,865,1435
Sensor2,7770,9398
Sensor0,2532,5488
Sensor0,8270,9374
Sensor2,4234,6236
Sensor2,7398,9440
Sensor2,6950,8880
Sensor2,6059,7518
Sensor2,5082,8253
Sensor1,2954,5873
Sensor0,5640,7038
Sensor2,9262,9427
Sensor1,1723,2496
Sensor0,4154,4301
Sensor2,9365,9777
Sensor2,269,2078
Sensor1,4653,9679
Sensor0,6728,9246
Sensor0,7084,8872
Sensor1,991,6712
Sensor2,1052,3735
Sensor2,2506,3256
Sensor1,3109,7096
Sensor1,8109,8627
Sensor1,1338,2437
Sensor1,5147,9325
Sensor2,6532,6930
Sensor0,4850,5729
Sensor1,5350,8731
Sensor0,1494,8739
Sensor0,5720,8153
Sensor2,7487,8872
Sensor0,5404,8510
Sensor0,297,3777
Sensor0,8506,8849
Sensor2,595,5729
Sensor1,7483,7499
Sensor2,1309,5938
Sensor2,5021,5261
Sensor1,3682,6175
Sensor1,4285,7730
Sensor0,7314,9094
Sensor1,1892,2841
Sensor1,7525,7840
Sensor0,9618,9797
Sensor1,6582,6989
Sensor1,888,1297
Sensor1,3437,6255
Sensor2,1783,6308
Sensor0,3827,5807
Sensor1,6651,7654
Sensor0,639,5822
Sensor1,2393,4699
Sensor0,5199,7356
Sensor2,8777,9552
Sensor1,952,3185
Sensor1,9368,9882
Sensor0,6776,9949
Sensor1,8954,9638
Sensor2,7278,9683
Sensor1,774,3663
Sensor2,997,1571
Sensor1,8382,8617
Sensor1,2439,9025
Sensor2,4985,7072
Sensor2,8762,9912
Sensor1,1852,8870
Sensor2,399,7586
Sensor2,9015,9266
Sensor0,4790,5483
Sensor2,37,2787
Sensor1,871,9978
Sensor2,6590,7251
Sensor0,7665,8191
Sensor1,7361,9523
Sensor2,9300,9806
Sensor0,9364,9433
Sensor2,6104,8771
Sensor1,3412,8034
Sensor1,6170,9806
Sensor0,6649,6851
Sensor0,2326,6678
Sensor0,6969,8053
Sensor1,4393,7918
Sensor2,9631,9881
Sensor0,4548,6343
Sensor2,6833,7913
Sensor2,5155,6878
Sensor2,960,2373
Sensor1,3171,3294
Sensor1,3245,7281
Sensor2,323,9281
Sensor2,1075,4439
Sensor2,2659,9940
Sensor1,3469,5385
Sensor0,5383,7878
Sensor2,9304,9428
Sensor0,3666,7587
Sensor1,192,7121
Sensor2,8131,9573
Sensor2,9718,9748
Sensor2,5487,8335
Sensor2,5062,7645
Sensor0,2496,3562
Sensor2,1726,5628
Sensor0,3485,3978
Sensor2,4029,5358
Sensor1,4562,4780
Sensor0,1641,4521
Sensor1,2726,3863
Sensor1,3708,8983
Sensor1,2493,3735
Sensor2,5905,6640
Sensor1,3638,7558
Sensor0,7829,9405
Sensor0,9095,9954
Sensor0,9154,9832
Sensor0,9969,9997
Sensor0,8433,9535
Sensor0,94,8847
Sensor2,7339,9426
Sensor1,2086,4367
Sensor1,186,5287
Sensor2,4133,6436
Sensor0,6773,7770
Sensor1,5354,6854
Sensor1,6259,6464
Sensor2,1712,2693
Sensor1,2733,6044
Sensor1,4315,6690
Sensor0,669,6314
Sensor1,6837,7792
Sensor0,5205,7270
Sensor1,2557,5349
Sensor1,1892,3153
Sensor1,2443,6336
Sensor0,3378,6893
Sensor2,4882,9479
Sensor0,2589,3242
Sensor2,6948,9186
Sensor0,7107,8170
Sensor2,5921,9177
Sensor0,5994,8774
Sensor2,2933,3533
Sensor2,3931,4072
Sensor2,9156,9668
Sensor0,2995,4077
Sensor2,8569,8847
Sensor2,6652,7251
Sensor1,1743,3683
Sensor0,6527,8824
Sensor0,3050,9796
Sensor0,4213,7405
Sensor1,6794,7534
Sensor2,9342,9931
Sensor0,3198,8094
Sensor1,6513,9829
Sensor2,1804,2331
Sensor2,8138,8881
Sensor2,6421,9232
Sensor2,4158,6523
Sensor2,7645,8392
Sensor2,8111,8802
Sensor1,5825,6042
Sensor2,9174,9736
Sensor0,6267,6649
Sensor0,519,2243
Sensor0,7832,8348
Sensor2,3953,5304
Sensor1,6107,7975
Sensor2,4976,7724
Sensor2,83,9269
Sensor2,6496,7976
Sensor0,5735,9554
Sensor2,164,8747
Sensor2,2751,7389
Sensor1,3165,9881
Sensor2,1079,4313
Sensor1,8484,9219
Sensor0,1931,5885
Sensor0,5494,7875
Sensor1,1123,3036
Sensor0,4643,6646
Sensor0,1320,9040
Sensor0,3018,8748
Sensor0,4695,5320
Sensor1,6142,7402
Sensor0,1472,2786
Sensor0,4797,7134
Sensor2,516,9494
Sensor0,9877,9945
Sensor0,2932,3219
Sensor2,8107,8735
Sensor1,3861,4284
Sensor0,5325,7159
Sensor0,1763,9345
Sensor1,381,4729
Sensor0,2100,7697
Sensor2,3349,4419
Sensor0,4316,9042
Sensor0,2765,8351
Sensor1,7892,8568
Sensor1,9752,9929
Sensor1,7395,8618
Sensor0,3847,9616
Sensor1,1062,7658
Sensor0,5100,8608
Sensor2,775,1557
Sensor1,3320,5306
Sensor1,1794,2759
Sensor2,6908,9145
Sensor1,2686,6742
Sensor0,9807,9991
Sensor1,3596,8931
Sensor2,2324,4974
Sensor1,9716,9877
Sensor0,4187,7814
Sensor2,5360,6088
Sensor1,3941,7388
Sensor0,7135,7478
Sensor2,3870,6866
Sensor0,7811,8811
Sensor2,6234,8234
Sensor0,8693,9299
Sensor1,7494,9969
Sensor0,6382,9032
Sensor2,8738,9037
Sensor1,4811,8626
Sensor1,4813,9287
Sensor1,4535,9689
Sensor1,8346,8933
Sensor1,5740,6431
Sensor1,7057,9014
Sensor2,3281,8696
Sensor1,7371,9693
Sensor2,9883,9984
Sensor0,5800,8867
Sensor0,7433,7557
Sensor0,5949,6609
Sensor2,5292,7027
Sensor2,2335,4897
Sensor2,3043,3048
Sensor0,2025,3386
Sensor1,7052,7496
Sensor1,1287,6820
Sensor0,4826,8497
Sensor2,3878,4890
Sensor2,7227,9462
Sensor1,9221,9385
Sensor2,2267,5858
Sensor1,5511,9689
Sensor2,8608,9510
Sensor1,1198,5738
Sensor0,1009,9664
Sensor1,1254,7613
Sensor0,3823,9511
Sensor1,1942,2594
Sensor1,6855,9852
Sensor2,3134,6869
Sensor1,1973,5360
Sensor0,3413,5754
Sensor1,1484,8371
Sensor1,8780,9091
Sensor2,8000,8320
Sensor2,6952,7324
Sensor2,9759,9873
Sensor0,9117,9242
Sensor1,9560,9626
Sensor1,1937,8828
Sensor0,6620,6629
Sensor0,1832,6338
Sensor1,7458,9822
Sensor2,6368,6855
Sensor0,8341,8985
Sensor0,3605,5475
Sensor0,8989,9458
Sensor1,732,3466
Sensor0,2000,7562
Sensor1,2348,2881
Sensor1,6169,9820
Sensor0,9128,9379
Sensor2,8585,8797
Sensor0,6754,8525
Sensor2,4400,4950
Sensor1,6788,9296
Sensor2,9634,9915
Sensor2,461,925
Sensor1,4191,5812
Sensor1,6554,8178
Sensor1,930,7512
Sensor2,7308,8126
Sensor0,8644,9086
Sensor0,6522,8059
Sensor1,1735,2557
Sensor1,296,3802
Sensor2,4049,4635
Sensor1,7589,8605
Sensor1,2428,6154
Sensor0,6576,7185
Sensor1,5139,6526
Sensor0,4782,4948
Sensor2,5236,9427
Sensor2,353,1984
Sensor2,6350,8386
Sensor0,7242,8220
Sensor2,4641,9771
Sensor1,6410,9590
Sensor0,9955,9967
Sensor1,2781,5607
Sensor2,7806,8857
Sensor2,4674,8730
Sensor1,8566,8616
Sensor2,9134,9587
Sensor2,6906,8207
Sensor2,9260,9979
Sensor2,2986,3766
