Sensor1,92777,97837
Sensor1,85386,86032
Sensor1,2362,61211
Sensor1,97763,98605
Sensor0,89172,91924
Sensor2,2567,56504
Sensor2,22862,36983
Sensor1,13929,97346
Sensor0,33069,84885
Sensor1,75011,82221
Sensor0,84421,94872
Sensor1,75198,99976
Sensor0,66413,74265
Sensor2,59956,78589
Sensor2,6996,90453
Sensor0,77084,91571
Sensor2,50846,71619
Sensor2,16124,74639
Sensor0,98814,99317
Sensor2,44043,70034
Sensor0,17276,51950
Sensor0,5403,80894
Sensor1,99932,99948
Sensor0,47739,64364
Sensor0,48094,60399
Sensor1,51434,55536
Sensor0,10097,93748
Sensor0,26652,82060
Sensor2,24286,90251
Sensor2,28444,50079
Sensor0,58031,68420
Sensor2,34481,72035
Sensor1,4567,49565
Sensor0,54586,98871
Sensor2,6219,37202
Sensor0,5732,56453
Sensor2,58270,75448
Sensor2,26340,49149
Sensor2,42618,87749
Sensor0,92921,93573
Sensor1,37764,50972
Sensor2,65193,65706
Sensor1,70124,99590
Sensor2,73743,76970
Sensor1,9859,18347
Sensor2,16437,77975
Sensor2,1474,7439
Sensor1,36029,47635
Sensor1,65818,89886
Sensor0,35928,78041
Sensor1,64443,92178
Sensor2,18606,89634
Sensor1,35128,41824
Sensor0,69917,89536
Sensor0,59470,73863
Sensor2,89772,91337
Sensor0,17505,90384
Sensor1,7669,70554
Sensor2,10197,34873
Sensor1,76348,81087
Sensor0,49299,82526
Sensor2,54340,96902
Sensor1,67605,85151
Sensor0,44878,60357
Sensor2,79444,82570
Sensor2,86708,91436
Sensor2,12924,30073
Sensor2,62600,95836
Sensor2,19379,28197
Sensor2,973,91026
Sensor1,8933,75155
Sensor0,57199,62274
Sensor1,52959,54145
Sensor0,87190,88235
Sensor2,65084,97728
Sensor2,43376,96438
Sensor1,17445,32826
Sensor0,6887,36872
Sensor1,51659,85655
Sensor2,66342,66885
Sensor0,97713,99397
Sensor1,64819,92237
Sensor2,55939,66230
Sensor2,11705,18568
Sensor2,65984,71122
Sensor1,2422,66237
Sensor1,45630,53714
Sensor0,7672,48450
Sensor0,41222,42133
Sensor2,83898,93273
Sensor2,80524,89778
Sensor0,88819,93152
Sensor1,95994,96328
Sensor2,85273,94209
Sensor1,21860,25902
Sensor1,21993,44782
Sensor1,62504,99629
Sensor2,31326,72233
Sensor1,13202,76550
Sensor1,22842,58624
Sensor1,8872,43444
Sensor0,48036,85016
Sensor2,83303,98890
Sensor2,72890,78124
Sensor0,90368,98761
Sensor0,73788,96473
Sensor1,73303,87986
Sensor2,10253,36511
Sensor0,61152,69132
Sensor2,49157,83287
Sensor0,53414,82437
Sensor2,60028,68327
Sensor2,7556,70386
Sensor0,58699,66800
Sensor2,90428,97511
Sensor2,17647,66883
Sensor2,22535,88459
Sensor2,2215,10342
Sensor2,60049,76279
Sensor1,95343,95679
Sensor1,85238,92961
Sensor0,95367,99169
Sensor2,40743,84797
Sensor1,61682,82850
Sensor0,53826,63848
Sensor0,90360,95757
Sensor2,81,79274
Sensor0,18996,43107
Sensor0,30690,75116
Sensor2,49614,92700
Sensor2,26312,32594
Sensor0,2726,33658
Sensor2,25578,73849
Sensor1,2647,69671
Sensor0,99631,99632
Sensor1,41312,44734
Sensor1,93512,95650
Sensor0,9610,90539
Sensor2,6355,11451
Sensor0,98987,99866
Sensor1,87770,98364
Sensor0,606,21978
Sensor2,7205,58454
Sensor0,34945,51703
Sensor2,10873,34206
Sensor1,26607,40440
Sensor1,34471,90619
Sensor1,23618,50564
Sensor0,33074,52885
Sensor1,3493,82234
Sensor1,33417,87665
Sensor1,92622,97238
Sensor1,96431,99618
Sensor2,4292,21279
Sensor0,91521,96509
Sensor2,1947,79899
Sensor1,10537,66138
Sensor2,54098,92813
Sensor1,53516,53654
Sensor0,61796,95876
Sensor1,19218,49379
Sensor0,84812,93767
Sensor1,31536,65632
Sensor0,79207,79844
Sensor1,93499,94693
Sensor1,5236,26900
Sensor2,10563,37648
Sensor0,41805,80154
Sensor0,58955,63314
Sensor1,28993,76542
Sensor1,44822,47666
Sensor2,93093,97021
Sensor1,81486,99739
Sensor0,27814,61015
Sensor2,74762,80825
Sensor0,35710,92652
Sensor2,346,58827
Sensor0,5153,15795
Sensor2,925,7166
Sensor0,77217,87010
Sensor2,87090,88368
Sensor0,98571,99090
Sensor0,4789,52672
Sensor1,19805,74385
Sensor2,9485,65686
Sensor2,62949,84877
Sensor2,86763,99624
Sensor0,40865,75275
Sensor2,67770,72908
Sensor0,22532,89992
Sensor0,58270,60534
Sensor2,44234,59088
Sensor2,7398,44322
Sensor2,66950,87980
Sensor2,86059,98767
Sensor2,45082,93589
Sensor1,22954,97741
Sensor0,75640,80798
Sensor2,79262,96109
Sensor1,41723,65155
Sensor0,54154,75451
Sensor2,9365,92727
Sensor2,60269,99214
Sensor1,14653,64590
Sensor0,56728,61758
Sensor0,47084,89408
Sensor1,10991,64087
Sensor2,1052,40175
Sensor2,52506,82404
Sensor1,73109,77946
Sensor1,58109,78052
Sensor1,71338,96519
Sensor1,85147,93440
Sensor2,96532,96930
Sensor0,84850,88829
Sensor1,15350,79881
Sensor0,81494,93571
Sensor0,15720,70433
Sensor2,97487,98872
Sensor0,65404,85874
Sensor0,30297,32619
Sensor0,98506,98849
Sensor2,80595,88959
Sensor1,87483,95867
Sensor2,91309,95938
Sensor2,95021,95261
Sensor1,3682,32923
Sensor1,64285,97730
Sensor0,97314,99094
Sensor1,41892,60077
Sensor1,97525,97840
Sensor0,89618,99053
Sensor1,6582,43851
Sensor1,70888,72633
Sensor1,43437,80504
Sensor2,11783,94038
Sensor0,63827,85878
Sensor1,26651,81847
